name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
los angeles,2023-01-01,16.5,10.5,13.4,16.5,10.5,13.4,8.6,73.6,12.979,100,25,rain,0,0,60.4,12.5,276.5,1007.8,36.7,15.5,51.3,4.4,3,,2023-01-01T06:58:43,2023-01-01T16:54:38,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KHHR,72295023174,KBUR,KCQT,SE428,AT259,72295603167,72287493134"
los angeles,2023-01-02,14.3,9.2,12,14.3,9.2,11.9,5.1,63.6,0.578,100,12.5,rain,0,0,33.5,8.9,90.8,1014.9,44,15.9,38,3.3,2,,2023-01-02T06:58:54,2023-01-02T16:55:24,0.36,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"KHHR,72295023174,KBUR,KCQT,AT259,72295603167,F1624,72287493134"
los angeles,2023-01-03,14.9,10,12.9,14.9,10,12.9,10.3,84.7,1.617,100,33.33,rain,0,0,35.3,18.7,85.7,1017.5,100,12.8,45.5,4,2,,2023-01-03T06:59:03,2023-01-03T16:56:10,0.39,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KHHR,72295023174,KBUR,KCQT,SE428,AT259,72295603167,F1624,72287493134"
los angeles,2023-01-04,16.4,13.9,15.1,16.4,13.9,15.1,14,93.1,10.288,100,87.5,rain,0,0,38.5,12.6,110.3,1018.5,99.8,8.2,26.8,2.3,1,,2023-01-04T06:59:10,2023-01-04T16:56:58,0.43,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KHHR,72295023174,KBUR,KCQT,SE428,AT259,72295603167,72287493134"
los angeles,2023-01-05,17.2,11.4,14.2,17.2,11.4,14.2,11.7,85.4,22.453,100,45.83,rain,0,0,42.9,20.1,161.5,1018.5,73,11.6,43.6,3.7,3,,2023-01-05T06:59:16,2023-01-05T16:57:47,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KHHR,72295023174,KBUR,KCQT,SE428,AT259,72295603167,F1624,72287493134"
los angeles,2023-01-06,17.7,8,12.2,17.7,8,12.2,7.8,75.8,0,0,0,,0,0,20.5,7.5,315.9,1022.7,5.4,15.7,72.1,6.1,3,,2023-01-06T06:59:19,2023-01-06T16:58:37,0.5,Clear,Clear conditions throughout the day.,clear-day,"KHHR,72295023174,KBUR,AT259,72295603167,F1624,72287493134"
los angeles,2023-01-07,20,10.3,14.1,20,10.3,14.1,5.3,58,0,0,0,,0,0,16.2,6.4,358.5,1020.8,5.1,15.8,45.3,3.8,2,,2023-01-07T06:59:21,2023-01-07T16:59:28,0.53,Clear,Clear conditions throughout the day.,clear-day,"KHHR,72295023174,KBUR,SE428,AT259,72295603167,F1624,72287493134"
los angeles,2023-01-08,18.2,9.1,14.1,18.2,9.1,14.1,7,64.5,0,0,0,,0,0,18.7,7.4,251.2,1021.2,65.7,15.7,73.5,6.5,5,,2023-01-08T06:59:21,2023-01-08T17:00:20,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHHR,72295023174,KBUR,AT259,72295603167,F1624,72287493134"
los angeles,2023-01-09,15.6,12.1,13.6,15.6,12.1,13.6,10.8,83.8,32.315,100,83.33,rain,0,0,45.8,17.3,103.3,1019.4,100,9.7,16.3,1.5,1,,2023-01-09T06:59:19,2023-01-09T17:01:12,0.6,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KHHR,72295023174,KBUR,KCQT,SE428,AT259,72295603167,F1624,72287493134"
los angeles,2023-01-10,16.4,11.9,14.2,16.4,11.9,14.2,12.1,87.4,28.696,100,58.33,rain,0,0,55.4,24.1,200,1017.8,72.1,11.1,33.5,3,2,,2023-01-10T06:59:15,2023-01-10T17:02:06,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KHHR,72295023174,KBUR,KCQT,SE428,72295603167,F1624,72287493134"
los angeles,2023-01-11,16.9,8.9,12.4,16.9,8.9,12.4,8.5,77.9,0,0,0,,0,0,19.1,7.5,288.9,1023,6.9,15.6,87.7,7.5,4,,2023-01-11T06:59:09,2023-01-11T17:03:00,0.66,Clear,Clear conditions throughout the day.,clear-day,"KHHR,72295023174,KBUR,SE428,72295603167,F1624,72287493134"
los angeles,2023-01-12,22.1,10.8,15.9,22.1,10.8,15.9,5.8,54.6,0,0,0,,0,0,20.9,9.9,36.1,1021.8,4.4,16,88.8,7.5,4,,2023-01-12T06:59:01,2023-01-12T17:03:54,0.7,Clear,Clear conditions throughout the day.,clear-day,"KHHR,72295023174,KBUR,72295603167,F1624,72287493134"
