date,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,moonphase,conditions,pm25
2021-04-25,19.1,13.3,15.6,19.1,13.3,15.6,9.0,65.5,0.0,0,0.0,0,0,38.5,21.1,274.3,1012.7,57.0,16.0,238.9,20.6,9,0.45,2,54
2021-04-26,17.7,12.8,14.9,17.7,12.8,14.9,7.6,62.4,0.0,0,0.0,0,0,43.2,16.2,258.1,1011.5,49.7,16.0,301.8,26.2,10,0.5,2,47
2021-04-27,18.2,13.2,15.5,18.2,13.2,15.5,7.0,57.6,0.009,100,4.17,0,0,37.8,21.3,248.6,1013.8,41.6,15.9,305.1,26.5,10,0.52,3,31
2021-04-28,25.9,11.7,19.6,25.9,11.7,19.6,6.7,47.4,0.0,0,0.0,0,0,50.0,24.6,252.2,1017.0,0.5,16.0,349.3,30.3,10,0.56,1,43
2021-04-29,30.1,14.9,22.0,28.4,14.9,21.8,7.9,43.5,0.0,0,0.0,0,0,42.1,16.1,249.1,1018.5,0.6,15.9,345.6,29.8,10,0.59,1,55
2021-04-30,30.7,16.2,22.4,28.8,16.2,22.1,7.9,42.7,0.0,0,0.0,0,0,39.2,11.7,267.8,1016.4,1.0,15.7,347.6,30.0,10,0.62,1,64
2021-05-01,23.8,14.9,18.4,23.8,14.9,18.4,12.4,69.3,0.0,0,0.0,0,0,36.4,10.7,270.1,1013.5,14.0,14.8,302.9,26.2,10,0.66,1,65
2021-05-02,20.4,16.0,17.7,20.4,16.0,17.7,10.8,64.3,0.0,0,0.0,0,0,38.2,9.0,246.6,1010.4,61.5,15.9,253.7,21.9,9,0.69,2,67
2021-05-03,21.5,15.5,18.2,21.5,15.5,18.2,11.6,66.0,0.0,0,0.0,0,0,40.0,10.9,250.9,1010.5,28.4,15.9,331.5,28.7,10,0.75,2,58
2021-05-04,25.2,16.0,19.7,25.2,16.0,19.7,12.7,65.9,0.0,0,0.0,0,0,32.8,11.9,287.6,1012.7,24.7,14.4,339.1,29.4,10,0.76,2,67
2021-05-05,25.6,15.5,19.1,25.6,15.5,19.1,13.2,70.4,0.0,0,0.0,0,0,33.5,12.3,259.7,1013.7,31.4,11.7,336.9,29.2,10,0.8,2,75
2021-05-06,21.4,15.4,17.3,21.4,15.4,17.3,11.8,70.6,0.0,0,0.0,0,0,36.0,11.2,258.8,1016.2,70.0,12.9,300.4,26.0,10,0.83,2,82
2021-05-07,20.4,15.5,17.0,20.4,15.5,17.0,11.1,68.6,0.0,0,0.0,0,0,34.6,12.8,262.0,1015.2,68.4,16.0,244.1,20.9,10,0.86,2,71
2021-05-08,21.5,15.9,18.1,21.5,15.9,18.1,11.4,65.1,0.0,0,0.0,0,0,32.4,12.2,259.0,1013.2,52.5,16.0,288.4,24.9,10,0.9,2,62
2021-05-09,21.0,15.5,18.0,21.0,15.5,18.0,12.2,69.6,0.0,0,0.0,0,0,32.0,18.1,256.9,1012.5,70.3,15.6,240.3,20.7,9,0.93,2,61
2021-05-10,19.8,16.1,17.7,19.8,16.1,17.7,12.5,71.5,0.0,0,0.0,0,0,32.0,13.4,238.5,1012.1,82.4,15.9,97.7,8.4,4,0.97,2,67
2021-05-11,21.5,16.1,18.1,21.5,16.1,18.1,12.6,70.8,0.0,0,0.0,0,0,32.0,12.7,275.8,1012.9,66.3,15.3,248.8,21.6,10,0.0,2,61
2021-05-12,21.8,16.5,17.9,21.8,16.5,17.9,12.6,71.7,0.0,0,0.0,0,0,34.2,17.3,268.3,1015.9,74.5,15.5,303.2,26.3,10,0.03,2,63
2021-05-13,18.8,16.0,17.0,18.8,16.0,17.0,12.6,75.4,0.0,0,0.0,0,0,31.3,11.0,259.5,1016.5,98.3,15.4,223.5,19.5,9,0.07,5,63
2021-05-14,21.8,15.5,17.6,21.8,15.5,17.6,11.4,67.7,0.0,0,0.0,0,0,31.3,23.1,261.6,1014.7,60.4,15.8,294.0,25.4,10,0.1,2,53
2021-05-15,20.5,16.0,17.6,20.5,16.0,17.6,10.6,64.1,0.0,0,0.0,0,0,37.8,17.5,255.1,1013.1,95.3,16.0,182.3,15.6,8,0.14,5,60
2021-05-16,18.1,14.2,16.1,18.1,14.2,16.1,10.9,71.7,0.009,100,4.17,0,0,27.4,10.3,280.2,1014.9,99.7,16.0,77.9,6.6,4,0.17,6,49
2021-05-17,19.7,15.5,17.1,19.7,15.5,17.1,11.1,68.3,0.0,0,0.0,0,0,37.4,10.7,265.8,1016.3,86.3,16.0,141.2,12.2,6,0.2,2,35
2021-05-18,21.5,15.0,18.0,21.5,15.0,18.0,11.8,67.6,0.0,0,0.0,0,0,32.4,20.5,267.6,1014.3,52.1,15.7,311.9,27.0,10,0.24,2,40
2021-05-19,22.4,16.0,18.3,22.4,16.0,18.3,11.5,65.6,0.0,0,0.0,0,0,35.3,12.6,247.6,1011.8,33.7,15.5,288.9,25.0,10,0.25,2,53
2021-05-20,20.9,15.0,17.8,20.9,15.0,17.8,9.6,59.2,0.0,0,0.0,0,0,38.5,27.5,290.9,1011.2,75.3,16.0,269.9,23.5,10,0.31,2,60
2021-05-21,23.1,13.7,17.2,23.1,13.7,17.2,6.1,50.6,0.0,0,0.0,0,0,46.4,20.7,265.5,1013.3,26.5,16.0,363.8,31.4,10,0.34,2,62
2021-05-22,20.7,12.1,15.8,20.7,12.1,15.8,7.4,58.4,0.0,0,0.0,0,0,39.6,17.1,258.9,1017.5,36.2,15.9,348.1,29.9,10,0.37,2,56
2021-05-23,20.8,12.7,16.9,20.8,12.7,16.9,8.5,59.2,0.0,0,0.0,0,0,38.5,12.4,249.4,1018.2,0.6,16.0,358.8,30.9,10,0.41,1,56
2021-05-24,27.7,13.3,21.1,26.9,13.3,21.1,8.6,48.2,0.0,0,0.0,0,0,47.5,17.9,261.9,1014.8,0.7,15.7,364.7,31.4,10,0.44,1,57
2021-05-25,27.6,16.6,22.4,27.3,16.6,22.3,11.6,52.7,0.0,0,0.0,0,0,37.1,10.7,258.4,1013.4,2.0,15.9,336.3,29.0,10,0.48,1,59
2021-05-26,25.2,17.1,20.2,25.2,17.1,20.2,13.2,65.1,0.0,0,0.0,0,0,38.2,22.3,148.9,1015.4,18.5,15.4,346.5,30.0,10,0.5,1,66
2021-05-27,22.3,15.6,18.6,22.3,15.6,18.6,11.4,63.6,0.0,0,0.0,0,0,32.4,19.0,246.1,1017.0,48.2,16.0,339.8,29.2,10,0.54,2,69
2021-05-28,21.9,14.9,18.1,21.9,14.9,18.1,11.9,68.1,0.0,0,0.0,0,0,35.3,17.0,254.5,1014.6,27.9,14.4,329.7,28.5,10,0.58,2,68
2021-05-29,20.9,15.5,17.3,20.9,15.5,17.3,11.9,70.6,0.0,0,0.0,0,0,34.6,20.1,265.0,1012.8,69.4,15.9,200.0,17.1,8,0.61,2,79
2021-05-30,22.3,15.9,18.2,22.3,15.9,18.2,12.2,68.5,0.0,0,0.0,0,0,31.3,17.5,268.4,1011.8,70.1,15.7,275.3,23.7,10,0.64,2,62
2021-05-31,22.5,13.9,18.4,22.5,13.9,18.4,12.9,70.6,0.0,0,0.0,0,0,29.5,11.6,257.3,1013.8,61.5,15.4,285.1,24.5,10,0.68,2,58
2021-06-01,22.9,16.1,18.5,22.9,16.1,18.5,13.4,72.8,0.0,0,0.0,0,0,33.5,21.5,252.5,1014.4,61.2,13.0,330.1,28.3,10,0.71,2,61
2021-06-02,22.3,15.5,18.1,22.3,15.5,18.1,13.4,74.9,0.0,0,0.0,0,0,32.4,20.9,244.7,1012.2,62.6,12.8,345.9,30.0,10,0.75,2,73
2021-06-03,23.5,16.5,19.4,23.5,16.5,19.4,13.4,68.9,0.0,0,0.0,0,0,31.7,14.0,229.5,1011.8,58.0,14.4,338.5,29.2,10,0.78,2,65
2021-06-04,24.6,16.1,19.7,24.6,16.1,19.7,13.1,66.5,0.0,0,0.0,0,0,33.1,13.0,274.5,1013.6,14.1,15.4,354.5,30.8,10,0.81,1,61
2021-06-05,23.9,16.6,19.3,23.9,16.6,19.3,12.7,66.3,0.0,0,0.0,0,0,33.8,13.7,254.3,1013.6,52.9,15.9,301.4,26.0,10,0.84,2,59
2021-06-06,22.6,16.6,18.9,22.6,16.6,18.9,11.7,64.1,0.0,0,0.0,0,0,35.6,20.1,209.9,1012.4,61.2,15.8,329.3,28.5,10,0.88,2,55
2021-06-07,20.7,16.6,17.8,20.7,16.6,17.8,11.4,66.5,0.0,0,0.0,0,0,34.2,11.9,141.4,1012.9,98.7,15.7,107.7,9.3,5,0.91,5,47
2021-06-08,22.0,16.5,19.0,22.0,16.5,19.0,10.0,56.7,0.0,0,0.0,0,0,37.8,19.7,256.2,1015.8,47.4,16.0,329.2,28.6,10,0.94,2,40
2021-06-09,23.3,16.0,19.2,23.3,16.0,19.2,9.9,56.7,0.0,0,0.0,0,0,40.7,28.7,259.0,1017.6,1.4,16.0,345.4,29.7,10,0.98,1,43
2021-06-10,23.2,14.8,19.5,23.2,14.8,19.5,8.4,50.6,0.0,0,0.0,0,0,42.5,29.2,255.7,1017.3,0.2,16.0,370.6,32.2,10,0.0,1,50
2021-06-11,26.1,15.0,20.5,26.1,15.0,20.5,10.1,53.9,0.0,0,0.0,0,0,34.9,16.0,243.5,1013.1,0.2,15.8,368.6,31.8,10,0.05,1,48
2021-06-12,26.9,16.0,21.6,26.8,16.0,21.6,11.2,54.4,0.0,0,0.0,0,0,34.6,12.7,253.5,1010.6,0.4,16.0,370.9,32.0,10,0.08,1,63
2021-06-13,27.3,16.6,21.2,27.1,16.6,21.2,13.5,64.1,0.0,0,0.0,0,0,37.4,11.1,287.4,1011.6,16.3,15.3,375.1,32.5,10,0.12,1,66
2021-06-14,28.4,17.2,22.9,28.4,17.2,22.8,13.8,58.4,0.0,0,0.0,0,0,36.4,15.9,264.9,1011.7,0.8,16.0,364.0,31.2,10,0.15,1,58
2021-06-15,31.8,18.8,24.7,31.4,18.8,24.6,14.5,54.9,0.0,0,0.0,0,0,33.8,10.4,276.5,1009.9,2.0,15.9,298.8,25.8,10,0.19,1,58
2021-06-16,30.1,19.8,24.2,29.8,19.8,24.2,15.5,59.9,0.0,0,0.0,0,0,36.7,9.6,128.6,1009.8,2.0,15.9,324.1,27.9,10,0.22,1,66
2021-06-17,28.4,19.1,22.4,28.8,19.1,22.5,16.1,68.1,0.427,100,4.17,0,0,33.8,17.3,260.6,1008.6,3.1,15.1,301.4,26.0,10,0.25,4,70
2021-06-18,26.7,19.1,21.3,27.2,19.1,21.4,15.8,71.6,0.0,0,0.0,0,0,37.1,20.5,249.1,1008.3,44.9,12.8,286.3,24.8,9,0.29,2,74
2021-06-19,24.6,17.8,20.7,24.6,17.8,20.7,15.6,72.9,0.0,0,0.0,0,0,31.3,10.8,256.5,1008.5,56.7,13.6,339.8,29.4,10,0.33,2,79
2021-06-20,24.5,17.1,19.8,24.5,17.1,19.8,14.8,73.9,0.0,0,0.0,0,0,32.4,10.8,260.1,1010.8,44.4,13.5,343.8,29.5,10,0.36,2,70
2021-06-21,26.1,17.7,20.5,26.1,17.7,20.5,14.5,69.6,0.0,0,0.0,0,0,35.6,17.6,267.8,1013.8,32.5,14.4,342.2,29.6,10,0.4,2,63
2021-06-22,23.7,16.6,20.1,23.7,16.6,20.1,14.0,68.6,0.0,0,0.0,0,0,33.8,19.7,255.0,1012.8,27.9,15.9,352.4,30.4,10,0.43,2,64
2021-06-23,25.7,17.1,20.6,25.7,17.1,20.6,14.1,67.6,0.0,0,0.0,0,0,37.8,19.7,251.2,1013.0,11.7,16.0,352.5,30.2,10,0.47,1,53
2021-06-24,22.7,16.6,19.3,22.7,16.6,19.3,13.6,70.1,0.0,0,0.0,0,0,38.5,17.5,260.4,1015.3,27.0,15.9,356.5,30.7,10,0.5,2,60
2021-06-25,24.1,16.6,20.6,24.1,16.6,20.6,13.5,64.8,0.0,0,0.0,0,0,35.6,16.8,259.8,1012.9,2.7,15.7,370.0,32.0,10,0.53,1,39
2021-06-26,26.1,17.1,21.3,26.1,17.1,21.3,14.6,66.9,0.0,0,0.0,0,0,34.2,9.3,268.4,1009.3,3.0,15.6,359.3,31.0,10,0.57,1,51
2021-06-27,26.4,18.2,22.0,26.4,18.2,22.0,15.7,68.6,0.0,0,0.0,0,0,34.2,17.0,248.1,1005.9,2.6,15.4,352.7,30.5,10,0.6,1,60
2021-06-28,25.7,19.1,22.3,25.7,19.1,22.3,16.3,69.8,0.0,0,0.0,0,0,32.8,14.6,249.4,1005.6,27.0,13.7,336.3,29.3,10,0.63,2,71
2021-06-29,26.3,19.2,22.0,26.3,19.2,22.0,16.1,70.0,0.0,0,0.0,0,0,30.6,8.6,216.9,1008.8,46.7,15.6,294.3,25.4,10,0.66,2,71
2021-06-30,26.3,18.7,21.7,26.3,18.7,21.7,15.9,70.5,0.0,0,0.0,0,0,32.4,20.0,248.9,1011.8,41.5,15.7,331.3,28.8,10,0.7,2,62
2021-07-01,26.9,19.3,22.3,27.5,19.3,22.4,16.0,68.5,0.0,0,0.0,0,0,33.5,26.5,253.7,1012.0,42.3,14.4,340.3,29.5,10,0.75,2,60
2021-07-02,27.3,17.8,21.1,27.8,17.8,21.1,15.9,73.1,0.0,0,0.0,0,0,35.3,12.3,272.3,1012.1,29.7,13.7,322.5,27.8,10,0.76,2,66
2021-07-03,26.7,17.8,21.5,27.4,17.8,21.5,15.6,70.6,0.0,0,0.0,0,0,34.6,19.1,276.5,1012.5,14.5,14.6,353.0,30.4,10,0.8,1,60
2021-07-04,26.2,17.9,21.1,26.2,17.9,21.1,15.3,70.4,0.0,0,0.0,0,0,33.8,19.3,251.7,1013.9,39.5,13.3,340.4,29.4,10,0.83,2,60
2021-07-05,26.1,16.7,20.3,26.1,16.7,20.3,14.3,69.8,0.0,0,0.0,0,0,32.4,10.2,278.8,1014.2,43.6,13.1,343.0,29.5,10,0.86,2,92
2021-07-06,26.4,17.7,21.3,26.4,17.7,21.3,14.9,68.1,0.0,0,0.0,0,0,32.8,13.5,256.2,1012.8,37.8,15.2,332.7,28.8,10,0.89,2,84
2021-07-07,25.8,18.3,21.8,25.8,18.3,21.8,15.6,68.5,0.0,0,0.0,0,0,31.7,17.8,250.6,1009.9,15.3,15.0,339.2,29.2,10,0.93,1,60
2021-07-08,26.9,19.8,23.2,27.6,19.8,23.3,16.4,66.1,0.0,0,0.0,0,0,34.6,10.4,266.5,1009.7,2.2,16.0,277.2,24.0,8,0.96,1,64
2021-07-09,28.6,20.5,24.3,29.4,20.5,24.5,16.9,64.8,0.0,0,0.0,0,0,33.5,11.9,277.5,1012.0,2.4,15.8,333.8,28.8,10,0.0,1,72
2021-07-10,28.5,20.6,23.7,28.9,20.6,23.8,16.4,65.6,0.0,0,0.0,0,0,35.6,13.6,257.0,1012.6,3.7,14.9,299.9,25.8,10,0.03,1,67
2021-07-11,28.3,19.9,23.8,28.7,19.9,23.9,16.7,65.7,0.0,0,0.0,0,0,33.1,18.1,260.7,1011.7,1.8,15.6,325.0,27.9,9,0.06,1,71
2021-07-12,27.5,20.5,23.1,28.1,20.5,23.2,17.0,69.4,0.0,0,0.0,0,0,35.6,16.4,251.7,1011.4,24.8,14.7,318.5,27.5,9,0.1,2,71
2021-07-13,27.6,20.6,22.7,28.4,20.6,22.8,17.5,73.3,2.136,100,4.17,0,0,35.3,18.8,265.2,1012.2,25.8,13.9,302.9,26.0,10,0.13,3,67
2021-07-14,28.5,19.4,23.5,29.1,19.4,23.7,17.2,69.1,0.0,0,0.0,0,0,35.3,10.7,264.7,1013.8,28.2,14.2,309.6,26.6,10,0.17,2,67
2021-07-15,28.1,19.9,23.4,28.7,19.9,23.5,16.9,68.1,0.0,0,0.0,0,0,34.2,12.3,261.5,1014.3,35.2,15.9,321.6,27.7,9,0.2,2,61
2021-07-16,26.8,19.3,22.6,27.3,19.3,22.6,16.1,67.9,0.0,0,0.0,0,0,35.6,18.9,253.1,1013.0,35.2,15.1,322.2,28.1,10,0.24,2,57
2021-07-17,28.3,18.8,22.7,28.8,18.8,22.8,16.3,68.8,0.0,0,0.0,0,0,34.9,18.5,257.8,1013.1,4.4,15.6,330.2,28.4,10,0.25,1,57
2021-07-18,30.1,19.3,24.0,30.2,19.3,24.0,15.5,61.4,0.0,0,0.0,0,0,34.6,13.6,265.6,1014.2,2.5,16.0,304.2,26.2,9,0.31,1,61
2021-07-19,30.1,20.6,24.6,30.3,20.6,24.6,15.8,60.2,0.0,0,0.0,0,0,37.8,21.3,252.9,1015.5,1.4,15.9,325.4,28.2,10,0.35,1,62
2021-07-20,28.8,19.9,23.9,29.2,19.9,23.9,15.7,62.2,0.0,0,0.0,0,0,36.4,20.1,259.6,1014.0,2.9,15.6,341.8,29.5,10,0.38,1,61
2021-07-21,31.2,19.9,24.3,31.4,19.9,24.4,16.1,61.9,0.0,0,0.0,0,0,36.7,19.1,267.9,1010.8,1.6,15.6,329.7,28.4,10,0.42,1,62
2021-07-22,29.6,21.0,24.4,29.5,21.0,24.5,16.9,63.8,0.0,0,0.0,0,0,33.5,8.9,245.0,1013.0,5.5,15.2,320.1,27.7,10,0.45,1,70
2021-07-23,27.9,19.4,23.3,28.7,19.4,23.5,17.0,68.9,0.0,0,0.0,0,0,32.8,19.1,255.3,1015.9,29.1,14.0,327.0,28.1,10,0.5,2,75
2021-07-24,26.4,19.8,22.3,26.4,19.8,22.3,16.5,70.3,0.0,0,0.0,0,0,37.1,9.9,291.0,1015.3,48.4,13.4,265.0,22.8,10,0.52,2,77
2021-07-25,26.3,19.3,22.0,26.3,19.3,22.0,16.3,70.8,0.0,0,0.0,0,0,34.2,11.0,255.7,1013.9,24.5,14.8,287.3,24.8,9,0.55,2,76
2021-07-26,24.1,19.1,21.0,24.1,19.1,21.0,16.9,77.6,3.596,100,16.67,0,0,28.4,17.1,258.0,1013.5,36.3,14.1,179.1,15.5,6,0.59,3,68
2021-07-27,25.3,18.7,21.3,25.3,18.7,21.3,16.4,74.4,0.0,0,0.0,0,0,32.4,15.0,262.9,1014.6,46.1,14.0,330.3,28.5,10,0.62,2,58
2021-07-28,26.9,18.3,22.4,27.4,18.3,22.5,15.9,68.2,0.0,0,0.0,0,0,38.8,20.5,256.1,1015.0,5.2,15.3,346.4,29.8,10,0.65,1,59
2021-07-29,26.6,18.3,22.0,26.6,18.3,22.0,15.6,68.5,0.0,0,0.0,0,0,36.4,15.8,267.2,1012.4,2.4,15.7,354.4,30.6,10,0.68,1,54
2021-07-30,26.4,17.8,21.1,26.4,17.8,21.1,15.4,71.1,0.0,0,0.0,0,0,36.7,14.7,259.1,1013.1,6.2,14.3,343.5,29.4,10,0.72,1,61
2021-07-31,25.4,17.8,21.0,25.4,17.8,21.0,15.1,70.2,0.0,0,0.0,0,0,37.8,11.5,262.7,1015.5,7.8,13.9,349.3,30.1,10,0.75,1,61
2021-08-01,28.7,17.9,22.9,28.9,17.9,22.9,14.5,61.6,0.0,0,0.0,0,0,38.9,22.8,260.9,1016.1,0.8,14.5,354.9,30.6,10,0.78,1,57
2021-08-02,32.2,17.9,23.9,31.0,17.9,23.7,13.7,56.0,0.0,0,0.0,0,0,38.5,19.9,264.9,1015.3,0.3,14.0,357.6,30.8,10,0.81,1,60
2021-08-03,30.5,18.4,23.2,29.8,18.4,23.1,14.4,59.6,0.0,0,0.0,0,0,35.3,12.7,278.0,1013.1,0.8,13.5,354.5,30.3,10,0.85,1,63
2021-08-04,28.0,18.8,22.9,28.3,18.8,22.9,15.3,64.1,0.0,0,0.0,0,0,34.9,16.7,266.6,1011.3,0.7,11.5,344.2,29.8,10,0.88,1,59
2021-08-06,27.2,19.3,22.7,27.8,19.3,22.7,16.3,68.3,0.0,0,0.0,0,0,31.3,6.8,287.8,1012.6,28.4,9.6,346.4,29.9,10,0.94,2,44
2021-08-07,26.7,19.2,22.0,27.2,19.2,22.1,15.9,69.0,0.0,0,0.0,0,0,33.1,13.5,283.6,1012.5,52.3,9.8,331.9,28.7,10,0.97,2,65
2021-08-08,26.5,19.2,22.1,26.5,19.2,22.1,15.8,68.6,0.0,0,0.0,0,0,29.9,15.8,254.2,1012.0,54.6,8.6,323.9,28.1,10,0.0,2,60
2021-08-09,27.9,18.8,22.5,28.4,18.8,22.6,15.9,67.3,0.0,0,0.0,0,0,33.8,18.2,258.5,1012.2,16.8,9.5,330.4,28.5,10,0.04,1,63
2021-08-10,28.2,17.8,22.4,28.4,17.8,22.5,15.6,67.7,0.0,0,0.0,0,0,32.8,17.7,260.9,1012.5,23.7,10.2,329.1,28.6,10,0.08,2,58
2021-08-11,30.1,19.3,23.7,29.3,19.3,23.7,15.1,60.7,0.0,0,0.0,0,0,35.3,17.7,273.0,1013.3,4.1,12.1,220.1,19.2,9,0.12,1,49
2021-08-12,32.3,21.0,25.7,31.9,21.0,25.4,14.6,53.4,0.0,0,0.0,0,0,33.8,15.5,272.2,1013.8,1.3,11.5,318.3,27.7,10,0.15,1,48
2021-08-13,30.6,20.2,24.5,30.3,20.2,24.4,15.1,57.9,0.0,0,0.0,0,0,34.6,7.5,274.1,1016.4,0.9,11.2,317.7,27.5,10,0.19,1,51
2021-08-14,29.5,20.0,23.5,29.6,20.0,23.6,16.2,65.2,0.0,0,0.0,0,0,35.3,16.7,263.7,1016.8,2.9,10.4,272.5,23.5,10,0.22,1,48
2021-08-15,31.2,19.3,24.0,30.7,19.3,24.0,15.5,61.1,0.0,0,0.0,0,0,30.6,18.5,266.7,1012.9,1.1,10.5,306.5,26.4,9,0.25,1,54
2021-08-16,30.3,20.6,24.3,31.2,20.6,24.5,17.0,65.0,0.0,0,0.0,0,0,33.8,18.9,263.2,1009.3,1.7,9.5,288.8,25.0,9,0.29,1,51
2021-08-17,29.0,21.1,23.8,29.7,21.1,24.0,17.9,70.6,0.0,0,0.0,0,0,36.7,18.9,256.7,1010.0,33.3,8.7,292.0,25.2,9,0.33,2,56
2021-08-18,25.4,20.6,22.7,25.4,20.6,22.7,17.2,71.6,0.02,100,8.33,0,0,32.4,8.7,232.1,1011.5,99.1,13.3,122.0,10.6,5,0.37,6,53
2021-08-19,25.9,19.4,22.3,25.9,19.4,22.3,15.8,68.1,0.0,0,0.0,0,0,35.3,20.1,264.2,1012.2,42.6,15.7,236.1,20.2,8,0.4,2,37
2021-08-20,25.0,18.9,21.3,25.0,18.9,21.3,15.9,72.1,0.0,0,0.0,0,0,33.1,11.0,257.2,1010.1,50.6,16.0,210.1,18.0,9,0.44,2,24
2021-08-21,23.8,18.4,20.4,23.8,18.4,20.4,15.7,75.0,0.0,0,0.0,0,0,27.7,9.0,271.9,1009.1,67.9,15.4,138.7,11.8,6,0.47,2,37
2021-08-22,23.4,18.0,20.3,23.4,18.0,20.3,14.8,71.3,0.0,0,0.0,0,0,32.4,16.2,268.2,1009.6,57.4,15.9,221.5,19.1,9,0.5,2,36
2021-08-23,24.8,17.3,20.4,24.8,17.3,20.4,14.7,70.6,0.0,0,0.0,0,0,32.8,11.4,269.3,1010.9,27.2,15.6,274.4,23.7,9,0.54,2,56
2021-08-24,24.9,16.8,20.5,24.9,16.8,20.5,14.9,71.9,0.0,0,0.0,0,0,34.2,10.8,262.3,1012.7,0.9,15.8,295.5,25.5,9,0.57,1,59
2021-08-25,27.5,17.3,21.6,27.8,17.3,21.6,15.5,69.7,0.0,0,0.0,0,0,33.8,9.2,275.5,1013.0,1.0,15.1,295.8,25.4,9,0.61,1,56
2021-08-26,31.6,18.5,23.5,31.0,18.5,23.3,14.1,58.8,0.0,0,0.0,0,0,37.4,14.7,265.2,1010.0,0.3,14.1,313.8,27.3,10,0.64,1,58
2021-08-27,29.1,16.9,22.4,29.3,16.9,22.4,14.7,63.9,0.0,0,0.0,0,0,32.0,10.9,266.8,1006.5,1.1,15.0,315.0,27.1,10,0.67,1,70
2021-08-28,26.9,16.3,20.6,27.4,16.3,20.6,15.7,75.6,0.0,0,0.0,0,0,33.1,17.5,266.4,1007.5,33.4,12.1,311.0,26.9,10,0.7,2,69
2021-08-29,25.4,16.3,20.3,25.4,16.3,20.3,15.4,75.3,0.0,0,0.0,0,0,45.4,16.7,269.1,1007.8,30.6,12.6,303.5,26.1,9,0.73,2,61
2021-08-30,26.3,17.4,20.7,26.3,17.4,20.7,16.0,75.6,0.0,0,0.0,0,0,29.9,18.4,252.5,1007.9,26.1,12.9,264.8,22.8,9,0.75,2,58
2021-08-31,23.5,18.4,20.1,23.5,18.4,20.1,15.6,75.4,0.0,0,0.0,0,0,33.8,10.6,280.8,1008.2,48.7,12.4,111.8,9.6,6,0.8,2,69
2021-09-01,24.2,18.9,21.1,24.2,18.9,21.1,15.7,71.6,0.0,0,0.0,0,0,31.3,12.0,269.3,1010.3,70.9,14.3,131.1,11.2,6,0.83,2,74
2021-09-02,23.9,17.3,20.3,23.9,17.3,20.3,15.2,72.7,0.0,0,0.0,0,0,31.3,11.9,277.9,1012.6,65.9,15.4,211.5,18.2,9,0.86,2,62
2021-09-03,24.7,17.2,20.0,24.7,17.2,20.0,15.0,73.9,0.0,0,0.0,0,0,31.7,13.4,263.1,1012.3,43.4,12.3,287.8,24.8,10,0.9,2,57
2021-09-04,30.3,16.2,22.8,29.7,16.2,22.5,12.9,57.9,0.0,0,0.0,0,0,35.3,13.8,271.2,1011.2,0.0,14.9,309.5,26.7,10,0.93,1,66
2021-09-05,33.4,17.3,24.1,31.7,17.3,23.7,12.1,51.8,0.0,0,0.0,0,0,37.1,14.7,276.7,1010.4,0.6,14.9,294.2,25.4,9,0.96,1,62
2021-09-06,29.8,20.1,23.5,29.9,20.1,23.6,17.3,69.6,0.0,0,0.0,0,0,31.7,15.8,164.3,1012.8,26.1,14.1,282.4,24.4,9,0.0,2,55
2021-09-07,28.6,20.1,23.1,29.4,20.1,23.3,17.6,71.9,0.0,0,0.0,0,0,30.2,12.5,266.4,1013.2,2.6,14.6,273.4,23.7,9,0.03,1,72
2021-09-08,27.6,18.4,21.4,27.9,18.4,21.5,17.1,77.8,0.0,0,0.0,0,0,27.7,17.7,266.6,1011.1,33.3,11.1,270.8,23.2,9,0.06,2,67
2021-09-09,30.8,17.9,22.8,30.9,17.9,22.8,16.4,69.7,0.0,0,0.0,0,0,30.2,10.8,262.8,1010.6,15.4,15.1,272.5,23.4,9,0.1,1,64
2021-09-10,28.0,18.5,22.5,28.1,18.5,22.5,15.8,68.0,0.28,100,8.33,0,0,33.8,19.3,258.8,1012.4,11.6,15.6,269.1,23.1,9,0.13,4,51
2021-09-11,32.4,19.4,23.8,31.2,19.4,23.7,15.3,61.7,0.0,0,0.0,0,0,36.7,12.2,264.0,1013.0,0.4,15.7,280.5,24.3,9,0.17,1,45
2021-09-12,27.9,17.3,21.6,28.2,17.3,21.6,14.9,67.3,0.0,0,0.0,0,0,32.8,25.1,256.8,1012.1,0.7,15.2,287.3,24.8,9,0.21,1,52
2021-09-13,25.8,15.1,19.3,25.8,15.1,19.3,13.7,73.0,0.0,0,0.0,0,0,33.5,14.9,284.6,1011.2,45.3,11.4,289.5,25.0,9,0.25,2,58
2021-09-14,25.4,14.5,19.0,25.4,14.5,19.0,13.8,73.9,0.0,0,0.0,0,0,31.7,11.6,271.7,1012.5,34.3,11.0,273.9,23.8,9,0.28,2,56
2021-09-15,25.1,16.2,19.1,25.1,16.2,19.1,13.7,72.9,0.0,0,0.0,0,0,31.0,10.7,258.5,1012.5,47.9,11.7,267.8,23.3,9,0.31,2,64
2021-09-16,22.6,16.2,18.4,22.6,16.2,18.4,13.2,72.5,0.0,0,0.0,0,0,33.1,9.2,273.6,1011.5,55.4,13.3,246.1,21.1,9,0.35,2,65
