temp,humidity,precip,windspeed,conditions,cloudcover,visibility,solarradiation,pm25
23.0,68.2,0.0,20.9,1.0,12.5,15.6,311.4,51
22.2,69.5,0.0,21.1,1.0,12.7,16.0,304.0,55
18.8,66.5,0.0,20.7,2.0,25.8,15.9,251.8,28
13.5,43.5,0.0,19.3,1.0,3.1,16.0,161.9,36
13.4,88.5,0.166,12.9,3.0,87.2,10.8,37.0,55
62.5,51.6,0.0,6.5,2.0,21.0,9.9,160.0,34
60.5,66.1,1.304,6.0,3.0,42.5,7.9,191.0,26
66.7,56.9,0.0,11.5,1.0,8.7,9.9,354.4,23
75.1,59.6,0.0,9.1,1.0,5.2,9.0,348.5,183
81.0,46.1,0.0,7.3,1.0,0.1,9.6,225.8,62
13.8,68.5,0.0,11.2,2.0,65.7,16.0,101.5,41
11.4,69.3,20.348,10.6,3.0,74.2,14.6,171.0,31
19.8,73.9,0.0,10.8,2.0,44.4,13.5,343.8,70
19.3,70.1,0.0,17.5,2.0,27.0,15.9,356.5,60
19.1,72.9,0.0,10.7,2.0,47.9,11.7,267.8,64
24.0,39.6,0.0,16.2,1.0,0.9,16.0,209.2,47
18.7,62.1,0.0,18.9,1.0,0.0,16.0,210.7,35
14.4,83.1,0.0,8.7,2.0,58.5,4.9,133.4,135
15.5,75.7,0.0,9.5,2.0,37.6,9.6,125.1,81
13.7,75.8,2.719,19.5,3.0,67.2,14.9,24.6,63
11.5,86.0,0.0,7.8,2.0,85.9,4.9,84.5,69
15.1,75.8,0.0,12.4,2.0,26.6,15.3,236.1,51
24.1,81.3,6.84,7.0,3.0,71.5,15.3,67.3,36
15.3,86.7,0.66,5.1,3.0,88.8,13.0,30.9,37
13.7,56.6,0.0,8.1,1.0,0.8,15.9,64.3,50
26.3,57.7,0.0,15.6,1.0,0.2,14.9,278.7,61
22.9,64.5,0.018,18.5,3.0,58.3,16.0,140.5,25
19.0,39.2,0.0,22.1,1.0,1.2,15.9,82.4,25
16.2,32.9,0.0,7.2,1.0,3.5,16.0,127.2,32
11.5,33.9,0.0,13.6,1.0,0.3,15.9,142.3,17
14.4,58.2,0.0,19.3,1.0,3.6,16.0,244.8,13
20.1,71.0,0.0,19.9,2.0,24.7,14.5,337.6,50
23.2,76.4,0.0,23.1,2.0,26.0,13.2,281.2,62
20.5,58.2,0.0,16.2,1.0,4.5,15.8,190.9,49
13.9,71.7,0.0,10.4,2.0,23.0,8.5,129.7,121
70.8,66.2,0.0,9.2,2.0,27.0,8.0,363.6,52
56.3,65.3,0.0,8.0,1.0,17.2,9.1,130.7,55
61.4,71.6,0.0,5.2,2.0,49.8,5.5,184.3,70
73.7,22.5,0.0,6.4,1.0,2.8,9.9,200.8,34
62.8,48.3,0.0,10.3,1.0,11.8,9.9,153.7,19
65.8,74.3,0.0,5.7,2.0,61.8,8.2,261.1,62
67.2,68.1,0.0,7.6,2.0,55.4,9.2,245.8,48
68.0,69.7,0.0,9.7,2.0,25.5,9.4,331.7,49
80.2,64.7,0.0,6.3,1.0,4.7,7.2,231.8,70
58.8,52.6,0.0,4.3,2.0,26.9,6.4,84.8,60
20.6,64.8,0.0,16.8,1.0,2.7,15.7,370.0,39
24.3,64.8,0.0,11.9,1.0,2.4,15.8,333.8,72
24.3,61.9,0.0,19.1,1.0,1.6,15.6,329.7,62
21.4,77.8,0.0,17.7,2.0,33.3,11.1,270.8,67
18.9,73.0,0.0,12.7,1.0,5.8,15.5,191.0,41
15.5,80.9,0.0,13.0,1.0,2.6,11.5,73.0,58
16.8,25.5,0.0,6.7,1.0,1.0,16.0,130.4,22
14.7,39.4,0.0,10.0,1.0,0.1,16.0,170.5,31
17.8,69.9,0.0,18.9,2.0,26.8,15.1,296.2,57
21.3,67.4,0.0,13.1,1.0,11.3,15.0,311.6,64
27.3,68.1,0.0,16.7,1.0,7.2,16.0,211.8,51
21.3,76.2,0.0,10.7,2.0,50.1,15.4,211.1,51
17.6,68.0,0.0,13.1,1.0,18.1,16.0,116.5,43
14.1,69.5,0.0,14.6,2.0,73.6,15.7,107.1,51
9.1,69.6,3.361,28.6,3.0,77.8,15.5,90.2,36
19.8,65.9,0.0,20.1,1.0,19.8,15.9,218.5,41
19.1,76.4,0.0,20.1,2.0,30.4,11.4,219.8,55
21.3,74.9,0.0,10.3,2.0,64.1,15.8,106.8,35
13.2,79.2,15.299,17.2,3.0,72.6,13.4,109.2,33
15.2,69.0,0.0,20.9,1.0,11.9,15.6,270.8,35
12.0,81.7,29.118,22.1,6.0,94.3,12.4,118.1,26
11.3,62.6,2.287,42.9,3.0,51.2,15.7,233.1,31
23.5,57.8,0.0,26.7,1.0,14.4,16.0,331.6,50
19.6,71.9,0.0,19.7,2.0,41.1,10.9,352.8,59
29.1,49.8,0.0,20.1,1.0,9.2,16.0,259.7,66
15.0,32.6,0.0,11.6,1.0,4.7,16.0,152.9,58
58.2,68.9,0.0,3.7,1.0,2.2,9.0,141.0,39
65.3,68.5,0.0,9.2,2.0,47.0,9.9,190.9,25
58.3,43.7,0.0,9.6,1.0,5.1,9.8,290.3,17
66.1,71.8,0.0,7.2,2.0,83.5,9.9,207.5,46
72.0,71.6,0.0,6.4,2.0,54.9,7.5,206.6,69
68.4,67.7,0.0,5.1,2.0,70.3,8.3,59.1,97
64.6,48.6,0.0,6.3,1.0,0.3,9.9,171.9,99
73.4,39.4,0.0,5.0,1.0,2.4,9.7,115.0,87
15.4,46.6,0.0,10.0,1.0,1.3,14.0,137.7,63
15.0,60.4,0.0,17.7,2.0,47.0,16.0,193.1,40
10.9,60.4,0.0,15.6,1.0,16.0,15.9,179.9,19
17.2,50.6,0.0,20.7,2.0,26.5,16.0,363.8,62
21.8,68.5,0.0,17.8,1.0,15.3,15.0,339.2,60
22.7,73.3,2.136,18.8,3.0,25.8,13.9,302.9,67
22.9,64.1,0.0,16.7,1.0,0.7,11.5,344.2,59
19.3,73.0,0.0,14.9,2.0,45.3,11.4,289.5,58
12.3,64.2,0.0,5.5,1.0,15.9,15.2,118.0,37
13.0,75.8,0.0,15.2,2.0,39.7,13.8,175.7,35
13.0,65.8,0.0,12.9,2.0,69.5,15.9,147.5,56
14.7,67.0,0.0,13.1,2.0,28.8,16.0,217.1,39
18.9,31.8,0.0,17.1,1.0,1.7,15.8,305.3,29
24.9,55.9,0.0,10.9,1.0,1.8,15.9,271.5,54
14.9,39.8,0.0,11.5,1.0,2.7,16.0,131.7,34
14.7,50.9,0.0,5.5,1.0,1.1,15.9,67.5,43
14.6,93.9,12.71,11.6,6.0,100.0,7.3,19.6,40
14.7,62.7,0.0,22.7,2.0,46.0,16.0,251.8,26
18.0,74.4,0.0,11.4,2.0,71.8,12.6,218.7,54
22.0,64.5,0.0,14.2,1.0,9.9,14.5,184.1,56
23.9,67.4,0.0,11.3,1.0,2.5,15.6,232.7,60
24.0,61.4,0.0,20.1,1.0,2.6,15.7,206.3,66
20.7,70.6,0.018,12.6,3.0,75.3,15.8,140.0,44
16.0,38.7,0.0,8.1,1.0,2.8,16.0,128.9,23
14.2,93.3,21.794,16.9,6.0,100.0,8.5,31.9,37
15.4,72.0,0.0,18.0,1.0,6.0,15.8,122.8,35
13.4,69.1,11.841,22.9,3.0,62.1,14.9,200.5,14
14.1,72.2,0.0,16.3,2.0,21.8,14.4,307.1,28
18.6,80.4,0.0,18.2,2.0,82.8,11.8,329.1,70
20.4,73.0,0.0,16.5,2.0,36.3,14.4,225.7,45
23.8,70.4,0.0,22.5,2.0,21.8,15.6,309.5,52
15.5,65.4,0.0,16.3,2.0,21.3,16.0,174.1,36
56.0,61.2,0.0,6.2,1.0,0.8,9.8,141.0,45
58.9,63.2,0.003,6.2,3.0,20.6,9.9,209.1,25
77.5,50.2,0.0,7.1,1.0,0.9,7.8,325.2,49
67.8,71.8,0.0,8.6,2.0,51.3,9.5,327.6,46
74.7,64.7,0.0,8.9,1.0,0.7,7.3,270.2,65
70.3,66.1,0.0,6.6,1.0,2.7,3.7,214.0,146
80.8,46.3,0.0,10.9,1.0,0.5,8.6,226.7,75
69.8,74.7,0.0,7.2,2.0,28.6,5.4,205.7,107
66.9,67.5,0.0,6.5,1.0,1.3,6.2,173.1,100
67.3,65.6,0.0,7.5,2.0,57.9,8.9,150.0,54
58.4,59.7,0.0,7.4,2.0,26.4,7.0,135.1,63
17.8,43.3,0.0,6.5,1.0,0.8,16.0,144.8,43
14.0,62.1,0.0,13.4,1.0,0.5,14.8,180.1,52
13.5,72.0,0.0,8.7,2.0,57.3,13.5,115.6,58
15.6,63.5,0.0,13.7,2.0,54.0,15.6,179.9,49
16.1,67.9,0.0,14.1,2.0,23.8,15.2,285.9,54
15.5,57.6,0.009,21.3,3.0,41.6,15.9,305.1,31
17.8,59.2,0.0,27.5,2.0,75.3,16.0,269.9,60
18.1,74.9,0.0,20.9,2.0,62.6,12.8,345.9,73
16.6,74.8,0.0,8.4,2.0,59.9,13.2,105.2,65
22.9,38.2,0.0,8.5,1.0,0.9,16.0,151.9,33
16.7,61.4,0.0,11.4,1.0,1.9,15.9,127.5,38
13.1,42.4,0.0,16.4,1.0,0.4,14.5,162.1,62
15.0,78.5,0.0,9.3,2.0,49.6,11.1,247.4,61
20.5,75.6,0.0,14.8,2.0,71.1,13.0,301.5,62
19.6,69.3,0.0,24.3,2.0,60.0,15.6,240.5,69
22.6,62.4,0.0,10.1,1.0,1.0,15.8,311.0,56
20.0,75.1,0.0,14.5,2.0,35.5,14.4,373.0,55
15.8,36.6,0.0,12.2,1.0,2.4,16.0,137.3,37
14.5,60.4,0.0,18.5,2.0,34.8,16.0,181.1,22
17.8,75.6,0.0,10.9,2.0,52.0,12.0,211.3,55
17.9,75.6,0.01,10.9,3.0,89.8,15.3,60.8,39
19.5,70.3,0.0,15.7,2.0,36.0,14.7,185.6,47
19.7,68.0,0.0,17.3,2.0,41.6,15.3,182.1,62
22.7,67.4,0.0,19.7,1.0,18.0,15.9,220.0,49
23.8,65.8,0.0,15.8,1.0,10.4,15.4,205.5,67
16.4,91.4,10.968,12.4,6.0,99.1,12.5,30.3,47
14.2,74.3,0.0,7.5,1.0,3.8,13.9,124.0,53
16.7,69.1,0.0,21.5,2.0,67.1,15.8,192.3,72
17.9,69.4,0.0,19.0,2.0,24.2,15.7,306.4,55
17.0,72.1,0.0,12.0,2.0,79.0,15.5,329.4,56
19.4,70.0,0.0,20.1,2.0,69.4,15.3,308.9,67
28.1,46.7,0.0,20.1,1.0,5.2,15.7,280.1,54
13.3,85.3,0.512,15.7,3.0,56.5,7.4,26.3,106
69.0,74.4,0.0,11.4,2.0,48.0,8.0,323.3,28
67.8,66.2,0.0,10.3,2.0,49.0,9.0,340.6,74
70.4,73.4,0.0,8.1,2.0,47.0,9.0,334.3,55
66.5,25.6,0.0,5.7,1.0,1.0,9.8,231.4,49
69.0,59.9,0.0,7.7,1.0,4.8,9.9,354.4,39
63.7,36.1,0.0,3.9,2.0,29.7,8.8,142.2,30
58.9,49.4,0.0,8.5,2.0,20.3,9.4,110.8,70
12.5,78.8,0.0,8.3,2.0,31.4,8.8,119.1,59
16.9,64.7,0.0,26.8,1.0,7.4,15.6,307.0,60
19.7,65.9,0.0,11.9,2.0,24.7,14.4,339.1,67
18.3,61.2,0.0,10.1,2.0,21.2,14.5,146.3,47
12.9,83.8,7.588,14.6,3.0,77.5,14.0,81.1,40
10.6,69.7,0.0,8.2,1.0,2.4,15.7,119.7,31
15.3,24.3,0.0,13.5,1.0,2.8,16.0,207.9,39
14.2,76.2,3.026,15.1,3.0,23.8,15.9,248.3,33
15.3,74.2,0.0,8.9,2.0,43.6,14.9,221.3,46
17.9,72.5,0.0,8.9,2.0,52.3,12.6,300.0,60
24.8,60.6,0.0,8.9,1.0,3.2,16.0,273.2,53
14.3,58.5,0.0,7.7,1.0,3.8,14.7,53.9,58
11.1,55.1,0.0,9.3,1.0,2.0,16.0,132.4,42
13.3,69.9,0.0,9.2,2.0,63.3,16.0,150.5,40
19.1,69.4,0.0,18.3,1.0,1.9,15.9,217.1,49
23.9,67.7,0.0,10.4,2.0,37.1,11.6,215.0,65
26.0,58.8,0.0,7.6,1.0,1.3,15.1,270.3,61
18.9,48.8,0.0,8.5,1.0,5.2,14.8,107.4,35
12.7,57.5,0.0,9.3,1.0,3.4,16.0,119.4,28
11.6,79.1,6.167,14.4,3.0,80.9,14.0,100.8,24
14.3,63.0,0.0,20.1,2.0,57.6,15.9,212.5,40
15.6,68.3,0.0,18.5,5.0,93.6,16.0,183.6,35
16.5,71.7,0.0,16.8,5.0,95.8,15.9,109.4,62
21.3,73.3,0.0,22.9,2.0,39.3,12.8,299.8,58
29.5,46.0,0.0,25.7,1.0,14.2,16.0,262.4,57
12.8,83.0,0.0,13.8,2.0,36.3,6.4,113.3,105
15.3,33.4,0.0,10.4,1.0,9.9,14.5,145.5,92
72.9,70.0,0.0,10.2,1.0,15.5,6.3,326.1,68
55.9,34.5,0.0,5.3,1.0,3.3,9.8,142.3,60
58.3,41.0,0.0,0.8,1.0,2.7,9.6,47.0,56
15.2,47.7,0.0,14.7,1.0,3.8,16.0,263.4,41
23.1,49.4,0.0,18.3,1.0,1.8,15.6,221.2,46
15.2,31.7,0.0,14.5,1.0,2.5,15.9,125.5,32
12.1,61.5,0.054,33.8,3.0,70.8,16.0,172.1,38
14.9,69.7,4.763,33.8,3.0,39.1,15.7,235.3,25
23.9,61.4,0.0,22.3,1.0,1.4,16.0,226.3,47
23.4,66.0,0.0,14.7,1.0,1.9,15.9,225.8,48
20.9,79.7,0.0,10.7,2.0,68.1,10.6,182.8,61
13.5,69.6,0.0,9.2,2.0,32.5,15.7,64.9,24
11.0,63.4,0.0,6.8,1.0,1.3,15.8,111.1,40
14.4,81.1,2.101,8.1,3.0,72.4,12.2,48.4,53
12.6,69.1,1.64,15.5,3.0,89.7,15.4,43.9,54
11.6,76.7,13.049,11.8,3.0,77.7,14.3,86.1,26
11.9,47.7,0.0,12.5,1.0,1.5,16.0,156.1,22
17.4,64.2,0.0,24.7,5.0,90.6,16.0,79.0,33
17.4,73.3,0.0,10.8,5.0,92.5,16.0,63.8,34
26.1,59.2,0.0,12.0,1.0,5.4,15.2,234.1,59
23.8,73.7,0.0,10.2,2.0,27.9,11.7,225.6,66
24.0,68.1,0.0,12.8,2.0,60.7,14.6,191.5,66
26.4,55.3,0.0,22.1,1.0,6.4,16.0,186.7,48
20.0,72.0,0.0,18.9,2.0,67.7,14.3,75.4,37
20.0,19.9,0.0,11.9,1.0,1.3,16.0,94.3,37
16.8,53.7,0.0,8.7,1.0,3.1,16.0,154.8,37
15.2,78.4,0.521,11.2,6.0,98.3,14.9,118.8,71
18.2,77.3,0.0,19.3,2.0,80.9,14.8,208.5,43
23.9,65.2,0.0,19.3,1.0,9.5,16.0,309.3,58
21.6,67.6,0.0,22.5,1.0,2.4,16.0,301.2,47
18.7,85.1,0.0,19.7,2.0,66.3,9.2,231.1,48
58.2,79.5,1.268,6.9,3.0,52.2,8.0,20.2,27
68.8,68.7,0.0,7.7,2.0,34.6,9.4,304.0,49
14.8,63.2,0.0,16.1,2.0,36.5,15.9,146.8,41
14.6,69.5,0.0,17.7,1.0,15.9,15.1,233.7,43
18.0,69.6,0.0,18.1,2.0,70.3,15.6,240.3,61
20.5,69.6,0.0,17.6,2.0,32.5,14.4,342.2,63
22.0,70.8,0.0,11.0,2.0,24.5,14.8,287.3,76
20.1,75.4,0.0,10.6,2.0,48.7,12.4,111.8,69
16.3,37.3,0.0,13.3,1.0,0.0,16.0,204.4,29
17.9,50.0,0.0,8.4,1.0,1.9,15.6,129.8,28
15.9,34.5,0.0,12.5,1.0,0.0,15.9,146.0,21
14.0,60.4,0.0,11.0,1.0,10.9,16.0,217.0,34
16.1,71.2,2.77,21.1,3.0,44.8,13.3,123.6,54
12.7,77.9,8.034,28.0,3.0,62.5,13.7,64.4,25
16.0,79.2,0.0,8.8,5.0,90.6,10.0,225.0,70
20.4,74.0,0.0,15.4,2.0,43.2,10.0,205.5,64
23.9,53.6,0.0,20.5,1.0,6.2,16.0,209.0,43
22.2,74.2,0.0,22.7,2.0,20.7,13.5,223.2,35
21.6,76.1,0.0,16.1,2.0,53.6,12.7,215.0,41
18.3,28.3,0.0,7.6,1.0,1.6,15.7,97.3,27
17.6,44.5,0.0,12.0,1.0,2.3,15.9,66.3,47
18.1,75.0,0.0,11.4,2.0,22.8,15.8,140.0,25
18.8,40.2,0.0,12.4,1.0,1.7,16.0,165.8,38
15.9,75.4,0.0,17.7,2.0,45.1,11.3,205.3,62
19.6,71.5,0.0,20.5,2.0,61.6,15.4,316.5,65
20.4,79.9,0.0,23.8,2.0,64.2,11.0,194.0,56
22.3,65.9,0.0,19.4,2.0,33.1,12.8,337.8,74
22.7,64.0,0.0,20.6,1.0,12.1,16.0,317.9,43
16.5,27.3,0.0,18.5,1.0,2.3,16.0,173.5,40
65.2,69.4,0.0,9.2,2.0,49.0,9.0,314.9,42
58.5,63.6,0.0,4.1,1.0,1.2,8.7,135.5,54
62.4,42.0,0.0,12.6,1.0,0.4,9.9,192.0,36
62.0,62.7,0.0,8.7,2.0,65.9,9.4,154.1,50
62.7,29.9,0.0,4.1,1.0,1.4,9.9,141.9,35
12.5,62.2,19.488,13.7,3.0,41.0,14.3,148.0,31
21.6,54.4,0.0,12.7,1.0,0.4,16.0,370.9,63
21.3,66.9,0.0,9.3,1.0,3.0,15.6,359.3,51
22.5,67.3,0.0,18.2,1.0,16.8,9.5,330.4,63
23.1,71.9,0.0,12.5,1.0,2.6,14.6,273.4,72
17.6,72.2,0.0,7.2,2.0,30.4,11.2,148.1,55
15.0,80.4,0.0,8.3,2.0,64.2,6.3,88.0,75
12.5,69.4,0.0,8.1,1.0,1.0,12.6,117.4,56
18.2,68.5,0.0,17.9,1.0,2.8,14.9,287.8,67
19.8,68.6,0.0,10.4,1.0,1.6,15.0,308.5,61
23.6,73.0,0.0,12.4,2.0,26.8,14.9,254.3,55
17.4,67.1,0.0,13.9,5.0,99.4,16.0,51.9,25
22.7,66.8,0.0,14.8,2.0,50.6,16.0,182.5,38
20.7,77.0,0.0,9.6,2.0,24.3,10.4,133.2,64
14.3,81.2,0.0,9.3,2.0,33.8,11.9,97.7,74
14.2,86.6,5.682,11.5,6.0,98.6,11.3,25.0,64
13.1,50.1,0.0,18.5,1.0,1.4,16.0,191.7,32
21.9,72.2,0.0,20.1,2.0,32.4,15.0,332.1,42
20.6,73.8,0.0,19.9,2.0,54.3,15.9,240.8,51
16.5,59.5,0.0,17.5,1.0,9.4,16.0,167.0,31
60.4,64.4,0.0,5.4,2.0,43.7,9.7,56.8,32
61.6,63.4,0.0,5.2,1.0,11.7,8.9,145.1,48
52.2,22.5,0.0,4.9,1.0,0.5,9.9,180.5,16
68.0,70.0,0.0,9.6,2.0,24.8,7.7,348.3,64
74.0,56.3,0.0,7.5,1.0,2.1,9.9,346.6,51
68.6,74.2,0.0,7.7,2.0,65.7,8.2,293.4,51
67.8,70.4,0.0,6.6,5.0,91.8,9.9,122.8,51
76.7,57.4,0.0,6.9,1.0,1.2,9.8,338.4,50
68.7,71.7,0.0,6.7,2.0,55.6,7.9,151.0,76
76.7,53.6,0.0,6.3,1.0,0.3,9.5,203.0,59
67.5,62.7,0.0,5.3,1.0,7.7,7.3,130.0,77
59.0,26.4,0.0,5.6,1.0,0.0,9.9,145.9,44
66.0,23.7,0.0,4.6,1.0,0.3,9.9,128.0,37
15.5,73.5,0.0,9.0,2.0,44.0,10.7,289.5,57
16.1,66.2,0.0,17.3,2.0,41.3,14.2,320.3,63
15.6,68.1,0.0,8.7,5.0,93.1,16.0,93.8,47
19.7,66.5,0.0,13.0,1.0,14.1,15.4,354.5,61
20.1,68.6,0.0,19.7,2.0,27.9,15.9,352.4,64
15.3,82.0,0.0,11.4,2.0,68.8,4.2,142.3,109
17.0,74.5,0.0,17.7,2.0,37.8,11.9,293.5,63
15.6,44.4,0.0,23.8,1.0,1.4,16.0,309.8,40
20.5,73.3,0.0,20.1,2.0,33.6,13.1,323.2,46
22.5,70.5,0.0,12.1,1.0,9.7,15.4,298.0,61
17.2,19.2,0.0,5.2,1.0,0.9,16.0,92.1,45
17.1,22.0,0.0,6.6,1.0,3.9,15.9,58.1,40
13.9,69.8,0.0,7.2,1.0,2.7,12.1,103.2,59
14.5,78.0,0.084,9.6,6.0,95.5,15.7,21.3,31
12.9,84.8,9.555,12.2,3.0,79.1,13.0,49.3,43
11.3,76.7,15.263,23.9,3.0,63.3,12.8,107.7,38
14.4,87.9,34.516,13.3,6.0,95.7,9.7,45.1,45
14.8,62.1,0.0,12.9,1.0,1.3,16.0,177.8,41
24.3,62.0,0.0,13.5,1.0,2.0,15.8,258.5,50
22.9,66.8,0.0,11.6,1.0,2.7,15.0,286.0,38
20.5,75.5,0.0,13.2,2.0,35.1,14.7,176.0,30
20.3,66.4,0.0,14.3,2.0,26.7,16.0,150.6,39
18.5,79.8,0.089,9.0,3.0,86.4,15.2,37.9,33
11.2,43.6,0.0,12.6,1.0,1.9,16.0,141.9,28
16.2,76.6,0.0,19.7,2.0,51.3,15.2,298.3,35
21.1,69.8,0.0,18.0,2.0,30.4,14.2,344.5,59
23.5,66.7,0.0,18.1,1.0,5.4,16.0,310.0,59
19.8,47.9,0.0,31.7,1.0,8.9,15.9,202.2,43
13.9,38.0,0.0,14.0,1.0,11.6,15.7,141.1,49
12.6,77.1,0.0,15.3,2.0,40.2,7.1,121.3,52
59.6,63.1,0.0,13.3,2.0,76.9,9.9,168.5,63
63.2,76.5,0.287,11.3,3.0,86.7,8.5,57.0,29
60.0,54.9,0.0,9.9,2.0,64.2,9.9,222.6,23
69.1,65.7,0.0,7.3,2.0,49.0,9.9,300.1,50
71.4,67.1,0.0,7.8,2.0,43.5,9.4,331.3,63
68.0,70.7,0.0,7.5,2.0,36.8,8.5,314.1,40
80.9,59.6,0.0,6.2,1.0,1.6,8.4,270.9,67
72.8,64.8,0.0,4.3,1.0,0.9,7.6,242.0,71
68.0,73.7,0.0,8.7,2.0,72.5,4.4,119.5,86
57.0,51.5,0.0,5.9,1.0,0.9,9.6,163.4,36
14.2,64.9,0.0,7.8,1.0,2.4,13.8,121.0,69
13.3,72.6,0.0,10.9,2.0,20.3,12.1,168.0,63
13.7,59.8,0.0,12.3,2.0,26.2,16.0,280.1,48
17.0,68.6,0.0,12.8,2.0,68.4,16.0,244.1,71
17.6,64.1,0.0,17.5,5.0,95.3,16.0,182.3,60
21.3,72.1,0.0,11.0,2.0,50.6,16.0,210.1,24
20.0,73.9,0.0,13.4,2.0,43.4,12.3,287.8,57
16.8,81.2,0.0,13.0,2.0,61.9,8.2,149.4,50
13.1,85.4,0.0,10.1,2.0,71.0,4.3,104.7,109
18.6,33.6,0.0,8.3,2.0,72.8,16.0,109.0,40
20.1,58.9,0.0,20.5,1.0,3.3,16.0,250.3,53
20.4,71.1,0.0,14.5,1.0,14.2,15.9,298.3,44
21.6,72.9,0.0,16.1,2.0,61.8,15.7,269.3,53
22.4,69.8,0.0,11.8,1.0,3.3,16.0,93.9,47
28.6,61.6,0.0,11.6,1.0,1.9,16.0,173.6,48
22.6,70.9,0.0,18.4,2.0,22.3,16.0,233.9,51
13.4,73.6,12.979,12.5,3.0,36.7,15.5,51.3,16
14.3,77.1,0.0,13.9,2.0,47.4,15.6,245.8,53
17.6,68.2,0.0,13.3,2.0,67.5,16.0,210.5,31
22.7,67.7,0.0,15.6,1.0,4.7,15.2,208.3,51
14.6,75.8,0.0,11.5,2.0,23.8,15.7,119.5,33
18.0,26.0,0.0,8.2,1.0,4.5,15.8,134.6,50
16.8,76.4,4.033,7.5,6.0,99.1,14.0,52.1,56
15.0,80.8,6.422,19.5,3.0,44.7,14.6,182.6,16
14.8,65.0,7.288,28.6,6.0,92.9,14.9,87.9,59
17.5,73.1,0.0,19.3,2.0,67.6,13.5,290.0,52
17.1,72.3,0.0,12.9,2.0,81.5,15.9,111.1,38
20.1,79.0,0.0,19.3,2.0,53.0,11.9,329.8,49
20.6,70.9,0.0,22.3,2.0,26.5,14.2,323.2,53
22.8,78.1,0.0,23.3,2.0,34.1,12.6,281.0,59
13.8,63.3,0.0,14.0,2.0,23.3,15.4,116.1,45
55.3,68.4,0.0,5.2,1.0,9.1,8.3,128.0,61
63.0,34.2,0.0,7.1,1.0,2.4,9.9,100.7,32
61.6,64.0,0.0,8.2,1.0,1.2,9.3,162.5,47
61.6,58.8,0.0,6.4,1.0,4.1,6.5,139.3,110
59.6,54.6,0.0,7.3,1.0,15.4,9.8,258.8,27
66.0,61.2,0.0,9.4,2.0,42.7,9.9,249.3,42
69.3,53.7,0.0,12.7,1.0,0.4,9.9,357.9,28
70.5,65.5,0.0,13.0,1.0,0.9,9.8,360.4,44
75.5,59.4,0.0,11.7,1.0,2.9,9.1,335.9,69
68.9,69.2,0.0,11.5,2.0,39.6,8.7,283.6,50
57.2,42.3,0.0,7.1,1.0,1.3,9.6,131.3,59
14.9,37.1,0.0,9.0,1.0,2.0,16.0,123.9,47
16.3,46.9,0.0,10.4,1.0,11.4,12.4,213.3,54
15.4,31.4,0.0,8.6,1.0,0.9,15.9,220.5,57
10.7,63.0,3.353,17.3,3.0,51.0,15.6,160.7,18
21.0,77.6,3.596,17.1,3.0,36.3,14.1,179.1,68
21.6,69.7,0.0,9.2,1.0,1.0,15.1,295.8,56
11.7,91.5,69.6,19.0,6.0,95.5,8.2,20.0,27
17.4,68.6,0.0,17.7,5.0,97.6,13.9,213.9,67
17.1,69.2,0.0,18.3,2.0,58.2,15.9,228.3,62
20.6,82.6,0.0,13.3,2.0,57.0,14.9,231.7,45
23.0,62.1,0.0,19.1,1.0,1.4,16.0,230.1,33
21.2,81.1,0.0,10.5,2.0,42.9,12.2,205.3,50
13.2,75.8,16.08,27.4,3.0,56.6,12.9,61.8,44
12.0,63.6,0.578,8.9,3.0,44.0,15.9,38.0,22
17.4,27.3,0.0,10.5,1.0,3.4,16.0,120.4,43
13.7,31.7,0.0,10.1,1.0,5.2,16.0,107.8,36
14.8,88.2,0.0,9.3,5.0,97.2,10.8,117.1,27
15.7,30.6,0.0,13.5,1.0,2.6,16.0,252.7,33
17.6,70.3,0.0,8.9,5.0,100.0,15.8,47.1,23
23.3,69.6,0.0,14.1,1.0,2.5,14.6,186.0,63
22.6,63.9,0.0,20.9,1.0,5.2,15.7,211.8,56
24.3,66.8,0.0,11.8,1.0,2.1,15.6,198.5,50
16.1,31.7,0.0,6.6,1.0,4.6,16.0,134.5,23
14.3,80.2,0.0,7.3,2.0,29.0,9.1,124.0,63
15.2,72.8,0.0,11.1,1.0,15.8,14.6,142.0,44
20.3,74.1,0.0,18.7,2.0,35.0,13.9,337.2,50
19.9,78.4,0.0,21.5,2.0,38.3,11.5,226.8,64
69.4,70.7,0.0,10.3,2.0,51.0,9.0,338.9,30
61.1,53.0,0.0,5.1,1.0,2.2,9.8,129.1,63
75.5,51.1,0.0,7.5,1.0,0.8,7.7,316.3,43
71.3,61.8,0.0,7.9,1.0,9.7,7.0,312.5,61
66.7,60.7,0.0,12.0,2.0,38.2,9.9,330.7,47
68.3,70.7,0.0,10.7,2.0,55.9,9.1,257.2,49
66.9,71.6,0.0,12.2,2.0,21.2,8.3,333.3,47
71.1,73.7,0.0,11.0,2.0,35.7,7.1,199.4,71
72.9,71.8,0.0,6.0,2.0,20.5,7.2,224.7,67
68.5,75.3,0.0,11.2,2.0,72.1,5.2,146.8,71
17.2,45.2,0.0,7.7,2.0,50.8,16.0,84.1,36
23.9,62.2,0.0,20.1,1.0,2.9,15.6,341.8,61
21.1,71.6,0.0,12.0,2.0,70.9,14.3,131.1,74
21.6,67.3,0.0,25.1,1.0,0.7,15.2,287.3,52
